physical address,number of rooms,area of apartment,number of floors,apartment floor,price,repair,bathroom,view from the windows,terrace,year of construction,elevator,type of house,parking,link
"Москва, Алтайская ул., 26",студия,11.6 м²,9,1,3450000,требует ремонта,совмещенный,,,1968.0,1,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_116_m_19_et._4581212358?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Туристская ул., 14",2,56 м²,18,10,20590000,косметический,раздельный,во двор,лоджия,,,блочный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_56_m_1018_et._4410135316?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Мосфильмовская ул., 98к2",2,58.9 м²,37,21,23900000,требует ремонта,"совмещенный, раздельный","во двор, на улицу",лоджия,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_589_m_2137_et._4770103989?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 4-я Новокузьминская ул., 8к2",студия,16.7 м²,9,1,5330000,евро,совмещенный,во двор,,1972.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_167_m_19_et._4605708386?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Сталеваров, 8/22к4",1,12.2 м²,9,1,3199800,требует ремонта,совмещенный,во двор,,1972.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_122_m_19_et._4643835351?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Дорожная ул., 28к2",студия,11.6 м²,9,1,3950000,евро,совмещенный,во двор,,1971.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_116_m_19_et._4605949507?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Очаковское ш., 5к6",2,61 м²,33,3,25000000,требует ремонта,раздельный,,балкон,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_61_m_333_et._4426942328?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Стромынка, 18с27",студия,21.3 м²,6,6,3570000,косметический,совмещенный,на солнечную сторону,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_213_m_66_et._4849451617?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Садовая-Кудринская ул., 8-10-12",2,72 м²,7,6,61000000,дизайнерский,совмещенный,,балкон,,,кирпичный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_72_m_67_et._4429409013?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Космодамианская наб., 4/22А",студия,11.5 м²,9,1,3950000,требует ремонта,совмещенный,,,1959.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_115_m_19_et._4606050077?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 3-й Самотёчный пер., 14с4",студия,14 м²,2,2,3800000,требует ремонта,совмещенный,на солнечную сторону,,1936.0,,блочный,,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_14_m_22_et._4605924954?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Нагатинская, стр. 3",2,56.6 м²,25,11,99999999,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_566_m_1125_et._4428845377?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Берзарина, вл. 37",1,46.8 м²,16,14,37317428,,,,,,,монолитно-кирпичный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_468_m_1416_et._4605766925?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Берзарина, вл. 37",2,74.7 м²,25,16,62626648,,,,,,,монолитно-кирпичный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_747_m_1625_et._4605781204?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Стромынка, 13Ас1",студия,19.4 м²,6,6,3274000,косметический,совмещенный,на улицу,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_194_m_66_et._4850113046?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Стромынка, 18к13",студия,18.8 м²,6,6,3188000,косметический,совмещенный,на солнечную сторону,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_188_m_66_et._4850282645?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, пр. Дежнёва, 10",1,31.8 м²,9,1,10700000,дизайнерский,раздельный,"во двор, на улицу",,1967.0,1,панельный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_318_m_19_et._4426707988?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Очаковское ш., 5к6",студия,25.5 м²,34,20,15000000,требует ремонта,совмещенный,на улицу,,2024.0,3,панельный,"подземная, наземная многоуровневая",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_255_m_2034_et._4698982967?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Стромынка, 13Ас1",студия,17.6 м²,6,6,3011000,косметический,совмещенный,на солнечную сторону,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_176_m_66_et._4849585033?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Автозаводская ул., 19к2",студия,12.3 м²,5,5,2962000,косметический,совмещенный,на улицу,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_123_m_55_et._4849775342?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Шереметьевская ул., 25",3,57.9 м²,9,8,24000000,дизайнерский,совмещенный,"во двор, на улицу",балкон,1971.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_579_m_89_et._4659853800?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Отрадная ул., 15",студия,10.1 м²,9,1,2949000,требует ремонта,совмещенный,,,1978.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_101_m_19_et._4710155895?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Красный Казанец, 7",студия,11.7 м²,9,1,3700000,евро,совмещенный,,,1970.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_117_m_19_et._4709832423?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Колодезный пер., 3с25",студия,16 м²,6,6,2693000,косметический,совмещенный,на солнечную сторону,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_16_m_66_et._4849635901?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 5-я Магистральная ул., 11",студия,17.2 м²,5,4,3744000,косметический,совмещенный,на солнечную сторону,,1957.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_172_m_45_et._4849697880?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ш. Энтузиастов, 11с7",студия,14.5 м²,3,3,3022000,косметический,совмещенный,во двор,,1914.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_145_m_33_et._4605558202?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Молодогвардейская ул., 8",3,87.4 м²,14,4,19239000,требует ремонта,раздельный,во двор,лоджия,1975.0,1,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_874_m_414_et._4581397016?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Академика Анохина, 9к1",студия,17.8 м²,17,1,5950000,требует ремонта,совмещенный,во двор,,2000.0,1,панельный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_178_m_117_et._4606314934?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Серпуховский Вал, 21к1",3,86.4 м²,17,5,65765000,дизайнерский,совмещенный,"во двор, на улицу, на солнечную сторону",лоджия,2017.0,1,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_864_m_517_et._4415508510?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 1-я Владимирская ул., 22к1",1,12.4 м²,5,1,3449800,требует ремонта,совмещенный,во двор,,1955.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_124_m_15_et._4644444451?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Бескудниковский б-р, 57к1",2,38 м²,12,7,12000000,требует ремонта,раздельный,во двор,балкон,1968.0,2,блочный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_38_m_712_et._4729955700?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Нагатинская, стр. 3",2,56.6 м²,25,11,99999999,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_566_m_1125_et._4428845377?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Красный Казанец, 7",студия,15.5 м²,9,1,4300000,требует ремонта,совмещенный,во двор,балкон,1970.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_155_m_19_et._4605561489?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Полесский пр., 12",студия,14.8 м²,5,1,4300000,требует ремонта,совмещенный,во двор,,1963.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_148_m_15_et._4605811879?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 5-я Магистральная ул., 12",студия,16.5 м²,5,4,3623000,косметический,совмещенный,на улицу,,1957.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_165_m_45_et._4849513194?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Рогова, 2",3,62.3 м²,12,2,15500000,косметический,раздельный,"во двор, на улицу",лоджия,,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_623_m_212_et._4622312734?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Армавирская ул., 1/20",1,11.6 м²,9,1,3399999,требует ремонта,совмещенный,во двор,,1974.0,,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_116_m_19_et._4644219360?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ш. Энтузиастов, 9",студия,14.6 м²,3,3,3080000,косметический,совмещенный,на улицу,,1914.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_146_m_33_et._4605872301?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Берзарина, вл. 37",1,46.8 м²,16,14,37317428,,,,,,,монолитно-кирпичный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_468_m_1416_et._4605766925?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Берзарина, вл. 37",2,74.7 м²,25,16,62626648,,,,,,,монолитно-кирпичный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_747_m_1625_et._4605781204?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Огородный пр-д, з/у 4/7",1,22.8 м²,47,4,15074200,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_228_m_447_et._4328168923?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Шелепихинское ш., 17к1",студия,11.5 м²,8,1,4599000,требует ремонта,совмещенный,,,1951.0,1,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_18_et._4710459117?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Льва Яшина, 9",студия,15.6 м²,17,2,4900000,косметический,совмещенный,на солнечную сторону,лоджия,2014.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_156_m_217_et._4605571994?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Елизаветинский пер., 6с1",студия,10.6 м²,5,1,3900000,косметический,совмещенный,на солнечную сторону,,1960.0,нет,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_106_m_15_et._4605878926?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Большой Тишинский пер., 40с1",студия,12 м²,5,1,3700000,требует ремонта,совмещенный,,,1928.0,1,кирпичный,"открытая во дворе, за шлагбаумом во дворе",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_12_m_15_et._4605843865?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 3-й Самотёчный пер., 14с4",студия,10 м²,2,2,2800000,требует ремонта,совмещенный,,,1936.0,,блочный,,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_10_m_22_et._4605880190?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 3-й Самотёчный пер., 14с4",студия,18.2 м²,2,2,4200000,требует ремонта,совмещенный,на солнечную сторону,,1936.0,,блочный,,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_182_m_22_et._4606350989?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Большой Тишинский пер., 40с1",студия,10 м²,5,1,2500000,требует ремонта,совмещенный,,,1928.0,1,кирпичный,"открытая во дворе, за шлагбаумом во дворе",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_10_m_15_et._4605591898?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 6-я Радиальная ул., 7/1к1",студия,21.5 м²,20,2,4700000,требует ремонта,совмещенный,,,2023.0,1,монолитный,"подземная, открытая во дворе",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_215_m_220_et._4709913656?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
